Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,Diagnosis  object-79 Response,Diagnosis  object-79 Quantised,Self-report measures object-80 Value,Clinician measures object-81 Value,Further info object-82 Value,Treatment object-86 Response,Treatment object-86 Quantised,Other treatment object-91 Value
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,"**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Aisha?**","**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Aisha?**"," 
**What self-report measure(s) would you want the young person to complete to find out more information?** Please write ‘none’ if you do not know. ",**Are there any clinician-rated assessment tools you would want to complete with the young person to find out more information?** Please write ‘none’ if you do not know. ,**What further information would you want to gather?** Please write ‘none’ if you do not know. ,"**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you selected ‘other’, please specify:**"
1,1744801830501,16/04/2025 11:10:30,1744805430501,1,16/04/2025 13:10:30,212748,1,questionnaire-g2t1,,45448668,vkd5ttqe,13207442,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1236x548,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"RCADS
CHOCI",none,"timeline of difficulties
self-monitoring of cognitions / behaviours
content of cognitions - what happens is she doesn't do things four times? what if worries?
areas of impact / what does she want to work on?
readiness for change / engagement
parental view
",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1744806926710,16/04/2025 12:35:26,1744810526710,1,16/04/2025 14:35:26,212748,1,questionnaire-g2t1,,45450831,27cxv86i,13207333,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x714,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,YBOCS or CHOCI,none,"what the behavioural patterns are- ie what repeated tasks are they doing
are they any mental compulsion as well as behvioural
understanding of mood
family make up- are parents separated?
any suicidal thoughts or self harm?
any significant live events- for instance has something happened to a family member which is leading her to feel more worried?",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1744815821256,16/04/2025 15:03:41,1744819421256,1,16/04/2025 17:03:41,212748,1,questionnaire-g2t1,,45455999,2bxez23v,13209422,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1920x925,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,"RCADS
CYBOCS",Same answer as before - 5Ps,"Same answer as before, perhaps with more of a focus on obsessions and compulsions. I would attempt to assess why she is engaging in rituals and where the worry that something will happen to her family comes from.

Info re: obs and comps, rituals, usual daily activities, other symptoms of anxiety, trauma, neurodivergence, weight, eating behaviours, developmental Hx, etc.",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1744897988914,17/04/2025 13:53:08,1744901588914,1,17/04/2025 15:53:08,212748,1,questionnaire-g2t1,,45477704,19upob77,13216672,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,RCADS,None,"What happens if she can't complete the set of four, what worries she continues to have.",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1745301726653,22/04/2025 06:02:06,1745305326653,1,22/04/2025 08:02:06,212748,1,questionnaire-g2t1,,45549204,8h3mclvr,13240959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"RCADS
CHOCI ",CYBOCS,"When did difficulties start and any triggers that contributed?
More detail re worries about terrible things happening
More detail re repeated activities and how Aisha would feel if prevented from engaging in these actions
Reasons for tearfulness
Impact on functioning e.g. school attendance, engagement in hobbies etc
Any physical health problems
Risk to self, to others and from others
How are relationships with friends/family",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1745308961754,22/04/2025 08:02:41,1745312561754,1,22/04/2025 10:02:41,212748,1,questionnaire-g2t1,,45550288,3l0o5j3z,13243810,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"behaviour diary
journal",none,none,Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1745339934097,22/04/2025 16:38:54,1745343534097,1,22/04/2025 18:38:54,212748,1,questionnaire-g2t1,,45565081,dzszui64,13252398,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,None,"RCADS-C
CHOCI",Any potential link between her thoughts about people getting hurt and her repetetive behaviours. How she feels if unable to perform her repetetive behaviours.  Why she has stopped seeing friends.  What makes her feel on edge throughout the day.,Cognitive behavioural therapy (CBT) ,2,
1,1745422479759,23/04/2025 15:34:39,1745426079759,1,23/04/2025 17:34:39,212748,1,questionnaire-g2t1,,45592864,0ib5m37x,13262734,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x954,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,Children’s Obsessional Compulsive Inventory-Revised-Self Report (ChOCI-R-S),none,"what the rituals are, has she tried to push back on them. ",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1745422587318,23/04/2025 15:36:27,1745426187318,1,23/04/2025 17:36:27,212748,1,questionnaire-g2t1,,45592942,xmo90qe9,13262505,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Generalised anxiety disorder,2,RCADS,RCADS,"How oftern it affects her
Anything that helps 
",Cognitive behavioural therapy (CBT) ,2,
