Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,Diagnosis  object-79 Response,Diagnosis  object-79 Quantised,Self-report measures object-80 Value,Clinician measures object-81 Value,Further info object-82 Value,Treatment object-86 Response,Treatment object-86 Quantised,Other treatment object-91 Value
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,"**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Aisha?**","**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Aisha?**"," 
**What self-report measure(s) would you want the young person to complete to find out more information?** Please write ‘none’ if you do not know. ",**Are there any clinician-rated assessment tools you would want to complete with the young person to find out more information?** Please write ‘none’ if you do not know. ,**What further information would you want to gather?** Please write ‘none’ if you do not know. ,"**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you selected ‘other’, please specify:**"
1,1747819464445,21/05/2025 09:24:24,1747823064445,1,21/05/2025 11:24:24,212748,2,questionnaire-g2t1,,46362793,1yvfe5tm,13469879,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1200,1487x1032,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,"RCADS
CY-BOCS",none,"more info re. potential OCD symptoms - thoughts, behaviours
more info re. worries - more general or OCD?
when did difficulties start - any triggers / what was going on at the time 
risk assessment
goals / what does Aisha want support with / what is most important to her",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748352537265,27/05/2025 13:28:57,1748356137265,1,27/05/2025 15:28:57,212748,2,questionnaire-g2t1,,46553788,jp0fc554,13513497,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"CY-BOCS 
RCADS",CYBOCS,"Family history
School
Risk assessment",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748509401622,29/05/2025 09:03:21,1748513001622,1,29/05/2025 11:03:21,212748,2,questionnaire-g2t1,,46631445,io0v30oe,13528974,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"CHOCI 
YP GAD
Mood

Service would insist on RCAD and Current View",Would depend on presentation and history ,"If relevent
Systemic circumstance & some Developmental history including any possible traumas, illnesses etc",Cognitive behavioural therapy (CBT) ,2,
1,1748613381076,30/05/2025 13:56:21,1748616981076,1,30/05/2025 15:56:21,212748,2,questionnaire-g2t1,,46675790,dwsavhya,13539608,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1528x704,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,none,rcads,"when did problem start
developmental history/family history 
",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748613511483,30/05/2025 13:58:31,1748617111483,1,30/05/2025 15:58:31,212748,2,questionnaire-g2t1,,46675833,gfjs82s6,13539606,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,RCADs,"Yale-Brown Obsessive-Compulsive Scale.
GAD-7.
Depression scale.","More about regular anxieties.
How many repetitive behaviours.
Impairment on functioning.
More about mood.
How does a normal day/week look like.
Relationship with peers.
Timeline life experiences.
Family Hx MH.
Dad? traumatic event leading to worries about safety?
DSH or SI?",Psychodynamic/Psychoanalytic Psychotherapy ,5,
1,1748939902475,03/06/2025 08:38:22,1748943502475,1,03/06/2025 10:38:22,212748,2,questionnaire-g2t1,,46780138,d156r2zy,13559520,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"CY BOCS 2
RCADS",none,"risk assess worthlessness 
assess the worries that something terrible will happen to her and her family - e.g. when they started, frequency, impact 
what actions she repeats 4x a day and thoughts associated 
",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748940324679,03/06/2025 08:45:24,1748943924679,1,03/06/2025 10:45:24,212748,2,questionnaire-g2t1,,46780503,h8qa5jfk,13559471,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1033x581,1025x471,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,YBOCS screen for current and previous OCD concerns.,Assessment first.,"Clinical assessment including info from her as a 1:1 and her mother, possibly her sister too.",Cognitive behavioural therapy (CBT) ,2,
1,1748955776342,03/06/2025 13:02:56,1748959376342,1,03/06/2025 15:02:56,212748,2,questionnaire-g2t1,,46794649,koygm5q9,13562824,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,CYBOCS ,I would also do an RCADS ,"Timeline of onset of difficulty and developmental history, risk assessment as to whether there are actual grounds for the concerns of peoples safety and risk to self.  Content of worries and thoughts and any other areas other than social that are being impacted.  Developmental history also.  Strengths and protective factors  ",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1749028484507,04/06/2025 09:14:44,1749032084507,1,04/06/2025 11:14:44,212748,2,questionnaire-g2t1,,46829399,zd6lnyf7,13571427,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD female vignette and questions (Second),14,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,RCADS,CY_BOCS,"History of low mood and OCD, when did these start, was there a preciptating event.
Risks assocaited with low mood; self-harm/suicidal thought
Imact of rituals on daily activities at home, school, relationships, how frequent, how distressing, how time consuming
Are there any differentials, such as ASD repetitive behaviours
HOw much are the family affected and/or accommoating 
How do the family respond to her comulsions and are they ",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
