Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,Diagnosis  object-79 Response,Diagnosis  object-79 Quantised,Self-report measures object-80 Value,Clinician measures object-81 Value,Further info object-82 Value,Treatment object-86 Response,Treatment object-86 Quantised,Other treatment object-91 Value
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,"**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Isaac?**","**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Isaac?**",**What self-report measure(s) would you want the young person to complete to find out more information?** Please write ‘none’ if you do not know. ,**Are there any clinician-rated assessment tools you would want to complete with the young person to find out more information?** Please write ‘none’ if you do not know. ,**What further information would you want to gather?** Please write ‘none’ if you do not know. ,"**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you selected ‘other’, please specify:**"
1,1747388574521,16/05/2025 09:42:54,1747392174521,1,16/05/2025 11:42:54,212748,2,questionnaire-9627,,46238860,pqunf92u,13437190,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1528x704,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,RCADs,CYBOCS,"How long the issue has been present
Which actions he repeats 4 times
Why he repeats actions
How long he spends doing these actions
Risk information - self harm and suicidal ideation
Previous support accessed
Family support",Cognitive behavioural therapy (CBT) ,2,
1,1747391391597,16/05/2025 10:29:51,1747394991597,1,16/05/2025 12:29:51,212748,2,questionnaire-9627,,46239983,x3abz8ug,13437408,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"ChOCHI-R-S
RCADS",Y-BOCS,"As in the previous vignette
Predisposing factors - any vulnerabilities, ACES, neurodiversity
Precipitating - timeline, when did it start, what happend / did't, any loss, difficult experiences in school, relational difficulties
Presentation - his sleeping, eating, friendships, his worries, any risk (to self: self-harm, suicidality, but also from others and to others), self-care
Perpetuating - what's keeping it stuck, what function does it serve (protection from what?), how people respond to his difficulties and requests, what else / who else is missing from his life, 
Protective - what are his interests, social capital, his hopes and goals, what has worked before, attempted solutions, family strengths, relationship with school and friends
Protective characteristics - relationship with gender, religion, culture, sexuality (wider context)
I would want to understand how the family is being organised by the ritualistic behaviours. I would also want to know of any other reliance on rituals/ predictability (is there neurodivergence)",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748339456288,27/05/2025 09:50:56,1748343056288,1,27/05/2025 11:50:56,212748,2,questionnaire-9627,,46542393,s2b9t8f7,13511075,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x1024,1272x872,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,i would be interested to hear how long this has been an issue and if there was an identified triggers for this change in presentation ,none ,"Triggers for the change
Family history
and has there been an developmental trauma ",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748895767652,02/06/2025 20:22:47,1748899367652,1,02/06/2025 22:22:47,212748,2,questionnaire-9627,,46767904,73am8g3b,13557243,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,412x915,411x782,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"choci parnet and young person
rcads
",none,"educational status
family support
neurodiversity status
previous support
risk status
",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1748944599737,03/06/2025 09:56:39,1748948199737,1,03/06/2025 11:56:39,212748,2,questionnaire-9627,,46784193,px2rhqv7,13560344,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1366x768,1358x608,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,None,"RCADS
AQ10
CY-YBOCS","What actions does he repeat multiple times.
How frequently does he do this.
What affect does this have for him.
What does he fear will happen to his family.
What happens if he does not repeat these things.
How long has this been going on for.
",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1749030882003,04/06/2025 09:54:42,1749034482003,1,04/06/2025 11:54:42,212748,2,questionnaire-9627,,46831257,ezvm46aw,13571948,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"CYBOCS
RCADS ",none,"Triggers - length of time presenting need
How where things before
Functioning in school/friends/family
Experience with anxiety
Actions being taken to manage anxiety/worries
More about the fears",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1749030965159,04/06/2025 09:56:05,1749034565159,1,04/06/2025 11:56:05,212748,2,questionnaire-9627,,46831338,lh40yqku,13571913,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,Unsure,Unsure,"What ruminations, repetative habits or rituals does he have? Could me internal or external.
Did these build up over time, or start after a particualr event?
What 'something bad' does he think will happen?

Any thoughts or self harm or suicidal ideation?

What is stopping him socialising with friends? Mood? Intrusive thoughts? Other reasons?

What else makes him feel 'on edge'? Is there other things he is anxious about?

What does he worry will happen to his family?",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
1,1749039858272,04/06/2025 12:24:18,1749043458272,1,04/06/2025 14:24:18,212748,2,questionnaire-9627,,46837209,nhhx6prz,13572548,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,none,none,Developmental history,Cognitive behavioural therapy (CBT) ,2,
1,1748937813465,03/06/2025 08:03:33,1748941413465,1,03/06/2025 10:03:33,212748,2,questionnaire-9627,,46778118,gneazgoa,13559197,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,OCD male vignette and questions (Second),13,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,1,Obsessive-compulsive disorder,2,Eating disorder,2,Obsessive-compulsive disorder,4,none,none ,none ,Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,
