Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,Diagnosis  object-79 Response,Diagnosis  object-79 Quantised,Self-report measures object-80 Value,Clinician measures object-81 Value,Further info object-82 Value,Treatment object-86 Response,Treatment object-86 Quantised,Other treatment object-91 Value,Dermatologist object-90 Value,Further info dermatologist object-100 Value,Work with object-92 Response,Work with object-92 Quantised,Sessions object-93 Response,Sessions object-93 Quantised,Guidelines object-94 Value,Protocols object-95 Value
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,"**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Elijah?**","**From the list below, which ONE diagnosis would you identify as the primary presenting difficulty or diagnosis for Elijah?**",**What self-report measure(s) would you want the young person to complete to find out more information?** Please write ‘none’ if you do not know. ,**Are there any clinician-rated assessment tools you would want to complete with the young person to find out more information?** Please write ‘none’ if you do not know. ,**What further information would you want to gather?** Please write ‘none’ if you do not know. ,"**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you had to choose ONE, and only one, psychological treatment approach to use for this case, what would it be? Please select one.**","**If you selected ‘other’, please specify:**","**Based on the information provided, how likely is it is that this young person would benefit from seeing a dermatologist? (0= extremely unlikely; 100 = extremely likely)**","**If you would like to provide an explanation for your answer to the question above regarding the likelihood that this young person would benefit from seeing a dermatologist, please write this in the box below:** (if you do not wish to add anything, you can skip this question) ",**Who would you primarily be working with in this case?**,**Who would you primarily be working with in this case?**,**How many treatment sessions would you be likely to offer?**,**How many treatment sessions would you be likely to offer?**,**Are there any treatment guidelines that you are aware of that you would follow when working with this case?** Please write ‘none’ if you do not know of any relevant guidelines. ,**Are there any treatment manuals that you are aware of that you would follow when working with this case?** Please write ‘none’ if you do not know of any relevant manuals.
1,1741882978071,13/03/2025 16:22:58,1741882978071,0,13/03/2025 16:22:58,212748,1,questionnaire-mujl,,44380577,sv19ghcb,12933220,,live,,,mobile,Apple iPhone,iOS 17.7,Mobile Safari 17.7,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Social anxiety disorder/social phobia,2,Depression,2,Depression,2,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Eating disorder,1,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Eating disorder,2,Obsessive-compulsive disorder,1,Eating disorder,1,Body dysmorphic disorder,1,Depression,1,RCADS ,None ,"history of skin issues 
other worries he has 
any obssessions or complusions 
mood and anxiety ",Cognitive behavioural therapy (CBT) ,2,,10,"other people have reported that his skin is ok 
if he reauests testing and it doesnt reassure him, he will get stuck in the cycle of needinf reassurance ",Both (young person and parent/carer/guardian),3,9 to 12,3,NICE guidelines ,none 
1,1742203377480,17/03/2025 09:22:57,1742203377480,0,17/03/2025 09:22:57,212748,1,questionnaire-mujl,,44458511,mil1luoj,12955256,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1526x962,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Social anxiety disorder/social phobia,2,Depression,2,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"RCADS, ","Semi structured interview, ","Impact
Thoughts
Coping stratiges
How long
Triggers

",Cognitive behavioural therapy (CBT) ,2,,100,,Primarily the young person,1,13 to 20,4,None but following a CBT intervention.,none
1,1742551530825,21/03/2025 10:05:30,1742551530825,0,21/03/2025 10:05:30,212748,1,questionnaire-mujl,,44594130,1b7ygwwf,12995975,,live,,,mobile,undefined K,Android 10,Samsung Browser 27.0,384x660,384x660,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"-how is his food and fluid intake
-how is school life e.g any problems of bullying from school
-explore his thoughts more ","risk assessment 
crisis plan
","any information about school e.g friends, how is he coping, any bullying,any racism issues",Cognitive behavioural therapy (CBT) ,2,,0,"100 likely to benefit from demartologist reassurance-it is good to make a dermatologist referal so that they can assess the skin and reassure the patient that indeed there is no problem withntheir skin.
",Both (young person and parent/carer/guardian),3,4 to 8,2,"psychotherapy
family therapy
individual therapy
",none
1,1744800498099,16/04/2025 10:48:18,1744804098099,1,16/04/2025 12:48:18,212748,1,questionnaire-mujl,,45447928,bpjjp7dz,13207278,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Generalised anxiety disorder,2,RCADS,none,What specific thoughts he is having around his skin and why he is having these thoughts,Cognitive behavioural therapy (CBT) ,2,,50,It sounds like there isn't anything wrong with his skin as no one else is noticing it however it may give him peace of mind to hear it from a professional.,Both (young person and parent/carer/guardian),3,9 to 12,3,none,none
1,1744800671738,16/04/2025 10:51:11,1744804271738,1,16/04/2025 12:51:11,212748,1,questionnaire-mujl,,45448029,917qryqq,13207394,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,none,none,none,Cognitive behavioural therapy (CBT) ,2,,100,might give some reassurance ,Primarily the young person,1,4 to 8,2,NICE,none
1,1744801555317,16/04/2025 11:05:55,1744805155317,1,16/04/2025 13:05:55,212748,1,questionnaire-mujl,,45448527,26j7gb5n,13207397,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,RCADS,None,History of difficulties and when they began. Elijah's experiences of school/peers. Any history of bullying. Elijah's experiences at home. Exploration of worthlessness/low mood and any risk to self. Whether Elijah has received any comments on his skin. Exploration around the worry around his skin and perception from others. What life was like for Elijah before difficulties. Exploration around anxiety and what else is making him feel 'on edge'. ,Cognitive behavioural therapy (CBT) ,2,,0,"Given others have said his skin looks normal, I wonder whether this would be further reassurance seeking but not actually help the anxiety. Would need further exploration as to whether there is actually any problem with his skin. ",Both (young person and parent/carer/guardian),3,13 to 20,4,None,None
1,1744801670698,16/04/2025 11:07:50,1744805270698,1,16/04/2025 13:07:50,212748,1,questionnaire-mujl,,45448595,900wp9xo,13207483,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,unsure,unsure,"How long
thoughts and meaning",Third wave cognitive behavioural therapy (e.g. ACT; CFT; DBT; MBCT; Schema therapy),4,,20,"It may offer reassurance, however, it may also confirm that he was right to be worried just by getting an appointment",Both (young person and parent/carer/guardian),3,13 to 20,4,unsure,unsure
1,1744809704728,16/04/2025 13:21:44,1744813304728,1,16/04/2025 15:21:44,212748,1,questionnaire-mujl,,45452258,y6pwv5r2,13208689,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,none ,none ,body checking behaviourd and eating pattern,Cognitive behavioural therapy (CBT) ,2,,20,can offer some re assurance but needs more paychological support ,Both (young person and parent/carer/guardian),3,4 to 8,2,none ,none 
1,1744824460080,16/04/2025 17:27:40,1744828060080,1,16/04/2025 19:27:40,212748,1,questionnaire-mujl,,45459416,g00mjjrm,13210867,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Social anxiety disorder/social phobia,2,Depression,2,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,bdd questionnaire ,none ,whether he tries to hide his skin,Cognitive behavioural therapy (CBT) ,2,,85,rule out ohysical health concerns which would provide a justicatipn flr anxiety ,Both (young person and parent/carer/guardian),3,9 to 12,3,none,none 
