"","Submission.id","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"1","65f482fa44684c49035118d0","APPROVED","Not Applicable","2024-03-15T17:19:01.301000Z","2024-03-15T18:28:36.434000Z","2024-03-18T14:36:55.843000Z","2024-03-15T18:30:10.021615Z",4176,"NOCODE",8,"English, Tagalog-Filipino","No","22","Female","Asian","Philippines","United States","Philippines","Tagalog-Filipino","No","Full-Time","SUPPRF82392"
"2","65f4890ce086774848365699","APPROVED","Not Applicable","2024-03-15T17:44:48.749000Z","2024-03-15T19:20:54.889000Z","2024-03-18T14:36:56.222000Z","2024-03-15T19:20:55.486056Z",5767,"C6UC3A24",1055,"English","No","25","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","SUPPRF19125"
"3","65f48c7739eb876deb45df6f","APPROVED","Not Applicable","2024-03-15T17:59:23.452000Z","2024-03-15T19:32:12.076000Z","2024-03-18T14:36:56.458000Z","2024-03-15T19:32:33.371739Z",5569,"C6UC3A24",34,"English, Other","No","22","Female","Asian","United States","United States","United States","English","Yes","Part-Time","SUPPRF52787"
"4","65f4a74462a3ee2f45d46c76","APPROVED","Not Applicable","2024-03-15T19:53:45.329000Z","2024-03-15T20:56:32.106000Z","2024-03-18T14:36:56.728000Z","2024-03-15T20:56:33.040414Z",3767,"C6UC3A24",24,"English","No","25","Female","Asian","United States","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF67318"
"5","65f4a95d55f7947822ff0703","APPROVED","Not Applicable","2024-03-15T20:02:45.918000Z","2024-03-15T20:51:48.796000Z","2024-03-18T14:36:57.058000Z","2024-03-15T20:51:49.503939Z",2943,"C6UC3A24",245,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","SUPPRF34851"
"6","65f4adc74b3b22141fd0590e","APPROVED","Not Applicable","2024-03-15T20:21:32.166000Z","2024-03-15T21:13:15.314000Z","2024-03-18T14:36:57.320000Z","2024-03-15T21:14:12.015515Z",3104,"C6UC3A24",1046,"English","No","23","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF60790"
"7","65f4b2f1a1c2c8a3b4054911","APPROVED","Not Applicable","2024-03-15T20:43:38.024000Z","2024-03-15T21:32:11.687000Z","2024-03-18T14:36:57.552000Z","2024-03-15T21:32:32.315029Z",2914,"C6UC3A24",23,"English, Nepali, Hindi, Urdu","No","19","Male","Asian","Nepal","United States","Nepal","English","Yes","Part-Time","SUPPRF68963"
"8","65f4b761bd9ff8c80728201f","APPROVED","Not Applicable","2024-03-15T21:08:17.574000Z","2024-03-15T22:21:38.659000Z","2024-03-18T14:36:57.780000Z","2024-03-15T22:21:39.929347Z",4402,"C6UC3A24",70,"English","No","20","Male","White","United States","United States","United States","English","Yes","Other","SUPPRF84585"
"9","65f4c28dbaabda8dcafee3e9","APPROVED","Not Applicable","2024-03-15T21:50:09.792000Z","2024-03-15T22:43:55.163000Z","2024-03-18T14:36:58.021000Z","2024-03-15T22:44:03.806205Z",3226,"C6UC3A24",107,"English","No","24","Female","White","United States","United States","United States","English","No","Full-Time","SUPPRF98765"
"10","65f4c9821924d962035ee23d","APPROVED","Not Applicable","2024-03-15T22:19:49.365000Z","2024-03-15T23:16:09.468000Z","2024-03-18T14:36:58.242000Z","2024-03-15T23:16:26.511089Z",3381,"C6UC3A24",239,"English","No","24","Female","White","United States","United States","United States","English","No","Due to start a new job within the next month","SUPPRF97604"
"11","65f4d59bfcabf3140fc11967","APPROVED","Not Applicable","2024-03-15T23:12:38.567000Z","2024-03-16T00:08:23.700000Z","2024-03-18T14:36:58.497000Z","2024-03-16T00:08:24.233048Z",3346,"C6UC3A24",32,"English","No","22","Prefer not to say","White","United States","United States","United States","English","Yes","Unemployed (and job seeking)","SUPPRF21256"
"12","65f4e159509732b59f7378aa","APPROVED","Not Applicable","2024-03-16T00:01:39.799000Z","2024-03-16T00:46:03.216000Z","2024-03-18T14:36:58.739000Z","2024-03-16T00:46:35.096020Z",2664,"C6UC3A24",43,"Chinese, English, Malay","No","20","Female","Asian","Malaysia","United Kingdom","Malaysia","Chinese","Yes","Part-Time","SUPPRF99019"
"13","65f4f4e3dc148945f0f080cd","APPROVED","Not Applicable","2024-03-16T01:24:57.107000Z","2024-03-16T02:17:58.726000Z","2024-03-18T14:36:58.972000Z","2024-03-16T02:18:03.181302Z",3182,"C6UC3A24",8,"Chinese, English","No","23","Female","Asian","China","United States","China","Chinese","Yes","Full-Time","SUPPRF68317"
"14","65f4fc3015749b705e09259c","APPROVED","Not Applicable","2024-03-16T01:56:04.495000Z","2024-03-16T04:05:25.693000Z","2024-03-18T14:36:59.227000Z","2024-03-16T04:05:26.209302Z",7762,"NOCODE",372,"English","No","22","Female","Asian","United States","United States","United States","Telugu","DATA_EXPIRED","Other","SUPPRF22695"
"15","65f54f62c2db2b8f78461476","APPROVED","Not Applicable","2024-03-16T07:51:07.387000Z","2024-03-16T08:43:12.596000Z","2024-03-18T14:36:59.478000Z","2024-03-16T08:43:13.220010Z",3126,"C6UC3A24",1194,"German, English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","SUPPRF24929"
"16","65f57e264af96460db0901a2","APPROVED","Not Applicable","2024-03-16T11:10:34.102000Z","2024-03-16T12:17:25.406000Z","2024-03-18T14:36:59.714000Z","2024-03-16T12:17:26.057247Z",4012,"C6UC3A24",227,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF42659"
"17","65f593ae1c411d371249e041","APPROVED","Not Applicable","2024-03-16T12:45:08.482000Z","2024-03-16T13:42:06.134000Z","2024-03-18T14:36:59.955000Z","2024-03-16T13:42:06.718115Z",3418,"C6UC3A24",453,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF60041"
"18","65f5a0f18f9ee4e035af44dd","APPROVED","Not Applicable","2024-03-16T13:39:11.355000Z","2024-03-16T14:40:51.726000Z","2024-03-18T14:37:00.204000Z","2024-03-16T14:40:52.248233Z",3701,"C6UC3A24",1718,"English","No","22","Female","White","United States","United Kingdom","DATA_EXPIRED","English","DATA_EXPIRED","DATA_EXPIRED","SUPPRF42335"
"19","65f5a7a0a41725db8eff3861","APPROVED","Not Applicable","2024-03-16T14:07:34.274000Z","2024-03-16T14:57:29.717000Z","2024-03-18T14:37:00.456000Z","2024-03-16T14:57:30.254652Z",2996,"C6UC3A24",377,"English","No","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF74365"
"20","65f5ab7ddf5d5ea675b1d523","APPROVED","Not Applicable","2024-03-16T14:24:00.845000Z","2024-03-16T15:16:35.124000Z","2024-03-18T14:37:00.687000Z","2024-03-16T15:25:55.491028Z",3155,"C6UC3A24",208,"English","No","26","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","SUPPRF04651"
"21","65f5d439391bec682990ea69","APPROVED","Not Applicable","2024-03-16T17:17:51.955000Z","2024-03-16T18:15:04.750000Z","2024-03-18T14:37:00.918000Z","2024-03-16T18:21:18.132373Z",3433,"C6UC3A24",61,"Tamil, English","No","20","Female","Asian","United Kingdom","United Kingdom","United Kingdom","Tamil","Yes","Part-Time","SUPPRF88823"
"22","65f5ddcefcabf3140fc153c7","APPROVED","Not Applicable","2024-03-16T17:58:47.274000Z","2024-03-16T18:58:26.493000Z","2024-03-18T14:37:01.162000Z","2024-03-16T18:58:28.142360Z",3580,"C6UC3A24",241,"English","No","24","Female","White","United States","United Kingdom","United States","English","No","Unemployed (and job seeking)","SUPPRF30067"
"23","65f5e7bfa4fe5d09132830dd","APPROVED","Not Applicable","2024-03-16T18:41:09.608000Z","2024-03-16T19:26:00.998000Z","2024-03-18T14:37:01.427000Z","2024-03-16T19:26:01.612004Z",2692,"NOCODE",7,"English","No","19","Female","White","United States","United States","United States","English","Yes","Unemployed (and job seeking)","SUPPRF61269"
"24","65f5fb284927cf00599ff201","APPROVED","Not Applicable","2024-03-16T20:04:08.199000Z","2024-03-16T20:51:14.714000Z","2024-03-18T14:37:01.665000Z","2024-03-16T20:52:31.714501Z",2827,"C6UC3A24",47,"English","No","22","Female","White","United States","United States","United States","English","Yes","Due to start a new job within the next month","SUPPRF74430"
"25","65f60ffae4f3e16e24c12309","APPROVED","Not Applicable","2024-03-16T21:32:48.448000Z","2024-03-16T22:28:15.766000Z","2024-03-18T14:37:01.901000Z","2024-03-16T22:28:16.191104Z",3328,"C6UC3A24",110,"English","No","24","Female","Asian","United States","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF00347"
"26","65f67daa2095aeb852e81b74","APPROVED","Not Applicable","2024-03-17T05:21:19.601000Z","2024-03-17T06:32:44.911000Z","2024-03-18T14:37:02.172000Z","2024-03-17T06:32:45.369638Z",4286,"C6UC3A24",9,"English","No","25","Female","White","United States","United States","United States","English","No","Due to start a new job within the next month","SUPPRF35950"
"27","65f693269426c824ebce5e74","APPROVED","Not Applicable","2024-03-17T06:52:41.139000Z","2024-03-17T08:34:43.714000Z","2024-03-18T14:37:02.443000Z","2024-03-17T08:44:39.910562Z",6123,"C6UC3A24",40,"English","No","23","Male","Black","United States","United States","United States","English","No","Full-Time","SUPPRF41805"
"28","65f6df0a07cf9f1befd470db","APPROVED","Not Applicable","2024-03-17T12:16:17.623000Z","2024-03-17T13:07:25.628000Z","2024-03-18T14:37:02.681000Z","2024-03-17T13:10:35.319311Z",3069,"C6UC3A24",403,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","SUPPRF83047"
"29","65f6f68107cf9f1befd477bf","APPROVED","Not Applicable","2024-03-17T13:56:24.932000Z","2024-03-17T14:44:48.194000Z","2024-03-18T14:37:02.930000Z","2024-03-17T14:44:48.727931Z",2904,"C6UC3A24",289,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","SUPPRF58947"
"30","65f7130887c460056a1a8065","AWAITING REVIEW","Not Applicable","2024-03-17T15:58:09.660000Z","2024-03-17T16:51:18.557000Z","","2024-03-17T16:51:19.031955Z",3189,"C6UC3A24",60,"English","No","24","Female","White","United States","United States","United States","English","No","DATA_EXPIRED","SUPPRF48827"
"31","65f72019baabda8dcaff5d3e","APPROVED","Not Applicable","2024-03-17T17:02:44.182000Z","2024-03-17T18:29:49.224000Z","2024-03-18T14:37:03.211000Z","2024-03-17T18:29:49.902495Z",5226,"C6UC3A24",1528,"English","No","23","Male","Black","United States","United States","United States","English","No","Part-Time","SUPPRF74320"
"32","65f734d21140c0938ca21bfa","APPROVED","Not Applicable","2024-03-17T18:22:17.190000Z","2024-03-17T19:18:22.687000Z","2024-03-18T14:37:03.503000Z","2024-03-17T19:18:23.163178Z",3366,"C6UC3A24",100,"English","No","23","Male","White","United States","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","SUPPRF43967"
